month,value,term,lane,theme,geo,source,notes
2014-01,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-09,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-09,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-09,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-09,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-10,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-10,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-10,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-10,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-11,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-11,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-11,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-11,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-12,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-12,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-12,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-12,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2024-12,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-01,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-01,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-01,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-01,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-02,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-02,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-02,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-02,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-03,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-03,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-03,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-03,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-03,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-04,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-04,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-04,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-04,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-05,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-05,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-05,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-05,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-06,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-06,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-06,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-06,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-06,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-07,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-07,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-07,100,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-07,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-08,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-08,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-08,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-08,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-08,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-09,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-09,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-09,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-09,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-10,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-10,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-10,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-10,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-11,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-11,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-11,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-11,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-11,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-12,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-12,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-12,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2025-12,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2014-01,48,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2014-02,44,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2014-03,56,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2014-04,61,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2014-05,71,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2014-06,83,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2014-07,55,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2014-08,82,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2014-09,49,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2014-10,53,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2014-11,78,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2014-12,0,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2015-01,36,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2015-02,43,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2015-03,56,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2015-04,56,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2015-05,80,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2015-06,74,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2015-07,72,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2015-08,43,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2015-09,88,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2015-10,53,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2015-11,45,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2015-12,44,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2016-01,51,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2016-02,49,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2016-03,66,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2016-04,36,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2016-05,69,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2016-06,80,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2016-07,47,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2016-08,72,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2016-09,45,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2016-10,60,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2016-11,51,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2016-12,45,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2017-01,51,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2017-02,34,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2017-03,51,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2017-04,79,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2017-05,81,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2017-06,91,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2017-07,62,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2017-08,76,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2017-09,65,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2017-10,57,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2017-11,49,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2017-12,37,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2018-01,49,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2018-02,65,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2018-03,45,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2018-04,30,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2018-05,85,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2018-06,48,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2018-07,58,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2018-08,67,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2018-09,62,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2018-10,62,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2018-11,43,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2018-12,50,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2019-01,58,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2019-02,42,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
2019-03,65,El Pueblo Los Angeles,museum_specific,cultural_heritage,US-CA,Google Trends via pytrends,Required phrase; district identity
